"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V500","2020-03-10 05:00:00","6.000","20.000","0.800","24.800","0.860","1007.800","","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"CM0160","2020-03-10 05:00:00","159.000","223.000","1.100","22.700","0.850","992.900","","0.000","-99.000","-99.000","-99.000","23.500","","22.700",""
"C0V350","2020-03-10 05:00:00","36.000","0.000","0.100","22.300","0.930","1007.100","","0.000","-99.000","-99.000","-99.000","23.600","","22.300",""
"C0W120","2020-03-10 05:00:00","58.000","-99.000","-99.000","23.400","0.890","1002.400","","0.000","-99.000","-99.000","-99.000","23.500","","22.700",""
"C0R470","2020-03-10 05:00:00","103.000","23.000","1.100","23.200","0.990","999.100","","0.000","-99.000","-99.000","-99.000","24.500","","23.000",""
"C0M770","2020-03-10 05:00:00","164.000","169.000","2.700","23.200","0.910","990.400","","0.500","-99.000","-99.000","-99.000","23.200","","22.300",""
"C0S930","2020-03-10 05:00:00","248.000","3.000","0.900","19.700","0.860","980.800","","0.000","-99.000","-99.000","-99.000","29.000","","19.700",""
"C0F9Y0","2020-03-10 05:00:00","3313.000","232.000","5.700","3.600","0.980","681.900","","2.500","18.600","235.000","","4.500","","3.500",""
"C0E790","2020-03-10 05:00:00","344.000","233.000","2.300","22.000","1.000","969.500","","0.500","-99.000","-99.000","-99.000","23.300","","22.000",""
"C0O810","2020-03-10 05:00:00","161.000","50.000","0.500","21.800","0.990","993.100","","0.000","-99.000","-99.000","-99.000","22.500","","21.700",""
"C0R520","2020-03-10 05:00:00","18.000","7.000","2.000","23.700","0.940","1008.100","","0.000","-99.000","-99.000","-99.000","24.900","","23.500",""
"C0R260","2020-03-10 05:00:00","76.000","13.000","2.100","24.400","0.800","1000.800","","0.000","-99.000","-99.000","-99.000","24.500","","23.900",""
"C0V530","2020-03-10 06:00:00","34.000","86.000","1.700","23.000","1.000","1005.800","","0.000","-99.000","-99.000","-99.000","24.100","","23.000",""
"C0F9P0","2020-03-10 06:00:00","26.000","30.000","3.000","19.400","0.990","1008.500","","17.500","9.600","26.000","","24.800","","19.400",""
"C0A560","2020-03-10 06:00:00","405.000","254.000","0.300","17.300","1.000","965.200","","16.000","-99.000","-99.000","-99.000","18.600","","17.300",""
"C0X190","2020-03-10 06:00:00","10.000","-99.000","-99.000","24.100","0.880","1008.400","","0.000","-99.000","-99.000","-99.000","25.200","","24.100",""
"C0S950","2020-03-10 06:00:00","415.000","224.000","0.400","20.000","0.900","961.900","","0.000","-99.000","-99.000","-99.000","21.800","","18.900",""
"C0A880","2020-03-10 06:00:00","6.000","349.000","2.600","17.900","0.960","1009.300","","23.000","11.500","348.000","","22.600","","17.900",""
"C0I530","2020-03-10 06:00:00","3014.000","225.000","11.200","5.400","1.000","698.000","","-99.000","18.300","232.000","","5.800","","5.000",""
"C0M670","2020-03-10 06:00:00","43.000","177.000","1.100","23.200","0.840","1004.300","","0.000","-99.000","-99.000","-99.000","23.600","","23.000",""
"C0Z061","2020-03-10 06:00:00","174.000","102.000","0.300","20.100","0.990","992.700","","0.000","-99.000","-99.000","-99.000","21.000","","20.000",""
"C0M730","2020-03-10 06:00:00","40.000","130.000","0.600","23.800","0.800","1004.600","","0.000","-99.000","-99.000","-99.000","24.600","","23.200",""
"C0U750","2020-03-10 06:00:00","398.000","14.000","9.500","15.400","1.000","963.900","","1.000","16.900","352.000","","21.500","","15.400",""
"C0A650","2020-03-10 06:00:00","287.000","0.000","0.000","17.100","0.990","978.600","","45.500","-99.000","-99.000","-99.000","21.300","","17.100",""
"C0K400","2020-03-10 06:00:00","65.000","205.000","4.100","24.000","0.850","1002.500","","0.000","-99.000","-99.000","-99.000","24.000","","23.200",""
"C0I370","2020-03-10 06:00:00","671.000","128.000","0.300","19.100","0.940","935.800","","0.000","-99.000","-99.000","-99.000","20.500","","19.100",""
"C0S750","2020-03-10 06:00:00","2280.000","125.000","1.700","12.200","0.740","771.000","","0.000","9.100","302.000","","12.200","","10.900",""
"C0R650","2020-03-10 06:00:00","29.000","39.000","1.500","23.900","0.990","1008.000","","0.000","-99.000","-99.000","-99.000","24.700","","23.500",""
"C0E740","2020-03-10 06:00:00","27.000","55.000","0.300","18.800","1.000","1002.500","","37.500","-99.000","-99.000","-99.000","25.200","","18.800",""
"C0AI20","2020-03-10 06:00:00","25.000","51.000","6.900","18.500","0.880","1008.700","","27.500","-99.000","-99.000","-99.000","21.600","","18.500",""
"C0E550","2020-03-10 06:00:00","84.000","87.000","1.900","18.400","0.990","1002.500","","43.500","-99.000","-99.000","-99.000","25.100","","18.400",""
"C0X060","2020-03-10 06:00:00","19.000","154.000","1.300","22.400","0.940","1009.200","","6.500","-99.000","-99.000","-99.000","23.700","","22.400",""
"C0R510","2020-03-10 06:00:00","31.000","54.000","1.300","24.000","0.860","1007.100","","0.000","-99.000","-99.000","-99.000","25.300","","24.000",""
"C0AC60","2020-03-10 06:00:00","55.000","86.000","0.500","19.000","0.990","1005.300","","61.500","-99.000","-99.000","-99.000","23.200","","19.000",""
"C0UA70","2020-03-10 06:00:00","547.000","5.000","9.100","15.000","0.990","948.600","","26.500","17.100","14.000","","21.000","","15.000",""
"C0F9N0","2020-03-10 06:00:00","75.000","359.000","2.000","21.500","0.910","1001.300","","6.000","7.500","13.000","","25.200","","21.500",""
"C0F9T0","2020-03-10 06:00:00","111.000","315.000","2.000","19.500","0.980","996.800","","19.500","-99.000","-99.000","-99.000","24.300","","19.500",""
"C0S710","2020-03-10 06:00:00","382.000","23.000","1.200","18.600","0.960","967.000","","0.000","-99.000","-99.000","-99.000","25.300","","18.500",""
"C0M680","2020-03-10 06:00:00","37.000","153.000","1.500","23.400","0.920","1006.900","","0.000","-99.000","-99.000","-99.000","23.500","","22.900",""
"C0X220","2020-03-10 06:00:00","26.000","170.000","2.500","23.300","0.860","1006.600","","3.500","-99.000","-99.000","-99.000","24.200","","22.600",""
"C0R560","2020-03-10 06:00:00","22.000","21.000","1.300","23.800","0.890","1008.200","","0.000","-99.000","-99.000","-99.000","24.900","","23.400",""
"C0R440","2020-03-10 06:00:00","1654.000","348.000","4.400","13.400","1.000","831.100","","0.500","11.300","329.000","","13.700","","13.200",""
"C0M690","2020-03-10 06:00:00","33.000","157.000","1.200","23.400","0.850","1004.900","","0.000","-99.000","-99.000","-99.000","23.800","","22.700",""
"C0V690","2020-03-10 06:00:00","30.000","18.000","1.500","25.500","0.710","1007.400","","0.000","-99.000","-99.000","-99.000","25.500","","24.600",""
"C0Z210","2020-03-10 06:00:00","126.000","0.000","0.000","19.900","0.990","996.300","","0.000","-99.000","-99.000","-99.000","20.900","","19.600",""
"C0U770","2020-03-10 06:00:00","5.000","1.000","3.900","22.000","0.870","1008.400","","1.500","9.300","56.000","","23.000","","21.300",""
"C0Z080","2020-03-10 06:00:00","298.000","241.000","0.800","20.100","0.980","975.500","","0.000","-99.000","-99.000","-99.000","21.100","","20.100",""
"C0G640","2020-03-10 06:00:00","17.000","13.000","3.100","19.800","0.940","1010.500","","8.500","-99.000","-99.000","-99.000","24.500","","19.800",""
"C0X200","2020-03-10 06:00:00","61.000","75.000","0.400","21.800","0.990","1002.700","","0.000","-99.000","-99.000","-99.000","23.000","","21.500",""
"C0U900","2020-03-10 06:00:00","63.000","89.000","0.600","19.800","0.990","1004.700","","10.500","-99.000","-99.000","-99.000","22.100","","19.700",""
"C0Z230","2020-03-10 06:00:00","31.000","9.000","7.000","22.500","0.810","1006.100","","0.000","13.700","104.000","","23.600","","22.500",""
"C0F9O0","2020-03-10 06:00:00","175.000","52.000","0.600","19.200","1.000","990.000","","16.000","-99.000","-99.000","-99.000","24.200","","19.200",""
"C0C540","2020-03-10 06:00:00","46.000","77.000","2.900","18.300","0.930","1006.100","","25.000","-99.000","-99.000","-99.000","22.900","","18.300",""
"C0G770","2020-03-10 06:00:00","15.000","17.000","1.700","20.600","0.940","1008.400","","6.500","7.000","26.000","","24.900","","20.600",""
"C0V670","2020-03-10 06:00:00","20.000","70.000","0.700","25.100","0.830","1007.700","","0.000","-99.000","-99.000","-99.000","25.600","","24.600",""
"C0A870","2020-03-10 06:00:00","685.000","28.000","4.200","14.900","1.000","932.400","","39.000","-99.000","-99.000","-99.000","18.800","","14.900",""
"C0R220","2020-03-10 06:00:00","23.000","39.000","1.700","24.000","1.000","1007.900","","0.000","-99.000","-99.000","-99.000","25.000","","23.800",""
"C0Z220","2020-03-10 06:00:00","589.000","258.000","2.100","18.800","0.920","944.500","","0.000","-99.000","-99.000","-99.000","19.800","","18.200",""
"C0D560","2020-03-10 06:00:00","147.000","134.000","1.000","18.300","0.960","995.400","","39.000","-99.000","-99.000","-99.000","23.800","","18.200",""
"C0I380","2020-03-10 06:00:00","258.000","0.000","0.000","20.900","0.990","979.500","","0.000","-99.000","-99.000","-99.000","22.900","","20.900",""
"C0Z020","2020-03-10 06:00:00","211.000","14.000","2.800","19.800","0.990","984.400","","0.000","-99.000","-99.000","-99.000","20.500","","18.500",""
"C0Z190","2020-03-10 06:00:00","62.000","328.000","1.000","22.100","0.990","1001.800","","1.500","-99.000","-99.000","-99.000","24.000","","22.100",""
"C0C710","2020-03-10 06:00:00","143.000","0.000","0.000","18.300","0.990","995.900","","56.000","-99.000","-99.000","-99.000","22.200","","18.300",""
"C0D360","2020-03-10 06:00:00","523.000","0.000","0.000","16.400","0.990","950.900","","32.000","-99.000","-99.000","-99.000","18.800","","16.400",""
"C0C680","2020-03-10 06:00:00","228.000","5.000","1.500","17.200","0.920","983.600","","49.500","-99.000","-99.000","-99.000","21.500","","17.100",""
"C0X140","2020-03-10 06:00:00","17.000","112.000","0.900","24.500","0.850","1007.600","","0.000","-99.000","-99.000","-99.000","25.400","","24.500",""
"C0V710","2020-03-10 06:00:00","34.000","0.000","0.100","25.300","0.770","1006.100","","0.000","-99.000","-99.000","-99.000","25.400","","25.000",""
"C0G840","2020-03-10 06:00:00","32.000","0.000","0.000","23.200","0.970","1005.200","","0.000","-99.000","-99.000","-99.000","24.000","","23.200",""
"C0S890","2020-03-10 06:00:00","238.000","19.000","0.300","20.100","0.970","985.300","","0.000","-99.000","-99.000","-99.000","20.400","","19.000",""
"C0T820","2020-03-10 06:00:00","550.000","0.000","0.000","17.500","0.980","951.700","","1.000","-99.000","-99.000","-99.000","19.200","","17.400",""
"C0F9I0","2020-03-10 06:00:00","194.000","3.000","2.100","18.700","1.000","987.900","","11.000","10.000","8.000","","23.400","","18.700",""
"C0C650","2020-03-10 06:00:00","208.000","226.000","0.900","17.800","0.980","987.700","","32.500","-99.000","-99.000","-99.000","22.200","","17.400",""
"C0R600","2020-03-10 06:00:00","766.000","49.000","1.500","21.400","0.780","925.300","","0.000","-99.000","-99.000","-99.000","21.400","","19.300",""
"C0Z320","2020-03-10 06:00:00","646.000","253.000","1.100","15.900","0.880","937.500","","0.000","-99.000","-99.000","-99.000","17.500","","15.900",""
"C0V210","2020-03-10 06:00:00","734.000","108.000","0.700","18.200","0.870","930.200","","0.000","-99.000","-99.000","-99.000","20.100","","18.200",""
"C0K240","2020-03-10 06:00:00","1132.000","127.000","2.600","18.600","0.780","889.000","","0.000","-99.000","-99.000","-99.000","19.200","","17.400",""
"C0M520","2020-03-10 06:00:00","15.000","172.000","1.100","23.200","0.890","1007.300","","0.000","-99.000","-99.000","-99.000","24.100","","23.000",""
"C0A530","2020-03-10 06:00:00","300.000","0.000","0.000","17.300","0.990","976.800","","39.500","-99.000","-99.000","-99.000","20.600","","17.200",""
"C0E820","2020-03-10 06:00:00","220.000","50.000","2.400","17.600","0.960","986.200","","39.000","-99.000","-99.000","-99.000","23.800","","17.600",""
"C0K450","2020-03-10 06:00:00","35.000","171.000","3.100","23.100","0.840","1004.800","","0.000","-99.000","-99.000","-99.000","23.900","","23.100",""
"C0G760","2020-03-10 06:00:00","53.000","197.000","0.800","23.200","0.990","1005.900","","0.000","-99.000","-99.000","-99.000","23.900","","23.200",""
"CM0120","2020-03-10 06:00:00","4.000","204.000","2.900","24.200","0.790","1008.700","","0.000","-99.000","-99.000","-99.000","24.500","","24.100",""
"C0Z290","2020-03-10 06:00:00","946.000","144.000","0.300","17.300","0.990","905.900","","0.000","-99.000","-99.000","-99.000","20.300","","17.200",""
"C0V680","2020-03-10 06:00:00","40.000","82.000","1.100","24.000","0.890","1005.500","","0.500","-99.000","-99.000","-99.000","25.500","","24.000",""
"C0F9U0","2020-03-10 06:00:00","74.000","42.000","1.000","20.400","0.940","1001.600","","8.000","10.500","22.000","","24.900","","20.400",""
"C0AI10","2020-03-10 06:00:00","76.000","0.000","0.200","18.400","0.990","1002.300","","58.500","-99.000","-99.000","-99.000","22.900","","18.400",""
"C0R550","2020-03-10 06:00:00","38.000","13.000","2.600","23.500","0.890","1006.600","","0.000","-99.000","-99.000","-99.000","24.400","","22.800",""
"C0F9L0","2020-03-10 06:00:00","253.000","29.000","2.500","18.900","0.990","981.200","","12.500","12.700","354.000","","23.900","","18.900",""
"C0A950","2020-03-10 06:00:00","60.000","356.000","7.100","17.000","1.000","1004.500","","3.500","-99.000","-99.000","-99.000","22.100","","16.800",""
"C0R160","2020-03-10 06:00:00","45.000","75.000","1.200","23.100","0.990","1004.600","","0.000","-99.000","-99.000","-99.000","23.900","","22.700",""
"C0M820","2020-03-10 06:00:00","980.000","0.000","0.200","17.500","0.790","903.500","","0.000","-99.000","-99.000","-99.000","18.900","","17.500",""
"C0G870","2020-03-10 06:00:00","12.000","3.000","3.300","21.300","0.860","1009.600","","2.500","-99.000","-99.000","-99.000","24.300","","21.300",""
"C0R530","2020-03-10 06:00:00","16.000","14.000","1.500","23.300","0.830","1008.300","","0.000","-99.000","-99.000","-99.000","24.600","","23.000",""
"C0O840","2020-03-10 06:00:00","134.000","127.000","1.200","22.300","0.950","992.900","","0.500","-99.000","-99.000","-99.000","23.200","","22.100",""
"C0A890","2020-03-10 06:00:00","40.000","348.000","1.300","18.300","0.970","1006.100","","19.500","-99.000","-99.000","-99.000","23.700","","18.300",""
"C0A660","2020-03-10 06:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9H0","2020-03-10 06:00:00","725.000","116.000","2.200","19.200","0.990","929.700","","0.000","-99.000","-99.000","-99.000","19.200","","18.600",""
"C0R270","2020-03-10 06:00:00","51.000","331.000","1.300","24.300","0.940","1003.500","","0.000","-99.000","-99.000","-99.000","24.300","","23.900",""
"C0O980","2020-03-10 06:00:00","18.000","125.000","0.800","22.500","0.960","1009.000","","0.000","-99.000","-99.000","-99.000","23.600","","22.500",""
"C0T9I0","2020-03-10 06:00:00","152.000","220.000","0.600","21.400","0.920","993.000","","0.000","-99.000","-99.000","-99.000","21.500","","20.500",""
"C0V760","2020-03-10 06:00:00","30.000","106.000","1.000","24.000","0.960","1007.100","","0.000","-99.000","-99.000","-99.000","25.500","","24.000",""
"C0AG90","2020-03-10 06:00:00","25.000","163.000","0.300","18.900","1.000","1009.300","","78.500","-99.000","-99.000","-99.000","23.500","","18.900",""
"C0R570","2020-03-10 06:00:00","37.000","12.000","1.300","23.600","0.880","1004.900","","0.000","-99.000","-99.000","-99.000","25.100","","23.600",""
"C0O900","2020-03-10 06:00:00","9.000","122.000","1.400","23.300","0.990","1008.900","","0.000","-99.000","-99.000","-99.000","24.100","","23.300",""
"C0AD00","2020-03-10 06:00:00","86.000","77.000","0.900","18.600","0.970","1001.600","","30.500","-99.000","-99.000","-99.000","22.400","","18.400",""
"C0V700","2020-03-10 06:00:00","24.000","37.000","0.600","25.300","0.780","1006.700","","0.000","-99.000","-99.000","-99.000","25.400","","25.000",""
"C0AH00","2020-03-10 06:00:00","38.000","56.000","2.600","18.400","1.000","1007.100","","47.500","-99.000","-99.000","-99.000","23.300","","18.400",""
"C0O970","2020-03-10 06:00:00","71.000","112.000","1.800","21.800","0.950","1001.800","","0.000","-99.000","-99.000","-99.000","22.500","","21.800",""
"C0F0B0","2020-03-10 06:00:00","311.000","43.000","2.700","18.500","0.960","974.900","","10.000","-99.000","-99.000","-99.000","23.000","","18.500",""
"C0R700","2020-03-10 06:00:00","19.000","325.000","3.700","24.700","0.790","1008.400","","0.000","-99.000","-99.000","-99.000","25.000","","23.900",""
"C0R620","2020-03-10 06:00:00","34.000","276.000","2.300","24.500","0.830","1007.500","","0.000","-99.000","-99.000","-99.000","24.700","","24.100",""
"C0C660","2020-03-10 06:00:00","176.000","110.000","0.500","18.600","0.970","991.800","","63.000","-99.000","-99.000","-99.000","22.500","","18.300",""
"C0SA10","2020-03-10 06:00:00","411.000","12.000","2.500","20.500","0.890","962.900","","0.000","-99.000","-99.000","-99.000","26.200","","20.400",""
"C0M740","2020-03-10 06:00:00","15.000","159.000","1.000","23.500","0.890","1007.000","","0.000","-99.000","-99.000","-99.000","23.800","","23.100",""
"C0K460","2020-03-10 06:00:00","60.000","185.000","4.600","23.200","0.870","1001.700","","0.000","-99.000","-99.000","-99.000","23.800","","23.000",""
"C0X100","2020-03-10 06:00:00","10.000","151.000","1.100","25.300","0.830","1006.800","","0.000","-99.000","-99.000","-99.000","25.400","","25.100",""
"C0K560","2020-03-10 06:00:00","117.000","213.000","1.000","23.800","0.750","996.700","","0.000","-99.000","-99.000","-99.000","23.900","","22.200",""
"C0R150","2020-03-10 06:00:00","105.000","69.000","1.000","23.400","0.990","997.300","","0.000","-99.000","-99.000","-99.000","24.000","","22.700",""
"C0S690","2020-03-10 06:00:00","522.000","209.000","0.900","23.000","0.620","950.200","","0.000","-99.000","-99.000","-99.000","25.700","","22.600",""
"C0U870","2020-03-10 06:00:00","474.000","271.000","1.200","16.800","0.930","957.300","","6.000","-99.000","-99.000","-99.000","21.200","","16.800",""
"C0A520","2020-03-10 06:00:00","48.000","0.000","0.000","18.400","0.990","1006.500","","80.000","-99.000","-99.000","-99.000","23.600","","18.400",""
"C0X130","2020-03-10 06:00:00","27.000","145.000","1.500","23.900","0.860","1006.100","","0.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0V400","2020-03-10 06:00:00","56.000","103.000","0.700","22.900","0.940","1003.200","","0.000","-99.000","-99.000","-99.000","24.300","","22.900",""
"C0UA40","2020-03-10 06:00:00","1121.000","39.000","0.900","14.500","0.990","886.700","","0.500","-99.000","-99.000","-99.000","18.000","","14.500",""
"C0G720","2020-03-10 06:00:00","50.000","192.000","2.400","23.000","0.920","1003.200","","0.000","-99.000","-99.000","-99.000","23.700","","23.000",""
"C0G890","2020-03-10 06:00:00","24.000","12.000","5.800","19.700","1.000","1007.500","","9.500","12.600","360.000","","24.700","","19.700",""
"C0I540","2020-03-10 06:00:00","3344.000","-99.000","-99.000","4.500","1.000","678.100","","-99.000","-99.000","-99.000","-99.000","4.700","","3.900",""
"C0K390","2020-03-10 06:00:00","31.000","165.000","3.100","23.000","0.910","1005.800","","0.000","-99.000","-99.000","-99.000","23.700","","23.000",""
"C0T9A0","2020-03-10 06:00:00","498.000","177.000","0.500","20.000","0.990","953.700","","0.000","-99.000","-99.000","-99.000","20.000","","19.100",""
"C0AH40","2020-03-10 06:00:00","426.000","36.000","1.600","17.200","0.980","961.400","","36.000","-99.000","-99.000","-99.000","21.300","","17.100",""
"C0X280","2020-03-10 06:00:00","22.000","169.000","2.700","23.400","0.870","1007.400","","0.500","-99.000","-99.000","-99.000","24.600","","23.300",""
"C0V620","2020-03-10 06:00:00","18.000","97.000","1.200","24.000","0.950","1007.900","","0.000","-99.000","-99.000","-99.000","25.100","","24.000",""
"C0H960","2020-03-10 06:00:00","120.000","171.000","1.400","23.900","0.920","994.500","","0.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0M530","2020-03-10 06:00:00","1385.000","177.000","0.900","16.700","0.820","866.300","","0.000","-99.000","-99.000","-99.000","16.900","","15.500",""
"C0R170","2020-03-10 06:00:00","26.000","46.000","0.300","23.400","1.000","1007.600","","0.000","-99.000","-99.000","-99.000","24.600","","23.300",""
"C0I420","2020-03-10 06:00:00","305.000","0.000","0.200","21.500","0.930","975.000","","0.000","-99.000","-99.000","-99.000","23.200","","21.500",""
"C0A930","2020-03-10 06:00:00","216.000","0.000","0.100","16.900","0.990","985.300","","69.500","-99.000","-99.000","-99.000","21.800","","16.900",""
"C0F9M0","2020-03-10 06:00:00","230.000","31.000","2.100","18.300","1.000","984.000","","13.500","-99.000","-99.000","-99.000","23.000","","18.300",""
"C0AC40","2020-03-10 06:00:00","1079.000","7.000","0.600","12.300","0.990","890.700","","53.500","10.400","355.000","","16.900","","12.300",""
"C0AI00","2020-03-10 06:00:00","188.000","19.000","0.600","17.800","1.000","990.900","","38.500","-99.000","-99.000","-99.000","22.100","","17.700",""
"C0T9M0","2020-03-10 06:00:00","92.000","312.000","1.700","22.100","0.950","1000.700","","0.000","-99.000","-99.000","-99.000","22.100","","21.100",""
"C0S960","2020-03-10 06:00:00","32.000","16.000","1.500","23.900","0.840","1004.700","","0.000","-99.000","-99.000","-99.000","29.600","","23.900",""
"C0K430","2020-03-10 06:00:00","30.000","157.000","2.900","23.300","0.990","1006.800","","0.000","-99.000","-99.000","-99.000","23.700","","23.200",""
"C0Z170","2020-03-10 06:00:00","199.000","290.000","0.300","20.400","0.950","988.400","","0.000","-99.000","-99.000","-99.000","21.300","","20.200",""
"C0Z100","2020-03-10 06:00:00","36.000","242.000","0.700","22.300","0.960","1006.500","","0.000","-99.000","-99.000","-99.000","22.700","","22.000",""
"C0U710","2020-03-10 06:00:00","1942.000","90.000","0.500","10.800","0.990","804.700","","1.000","-99.000","-99.000","-99.000","13.900","","10.700",""
"C0SA30","2020-03-10 06:00:00","92.000","354.000","2.000","23.300","0.850","999.400","","0.000","-99.000","-99.000","-99.000","23.300","","21.300",""
"C0V500","2020-03-10 06:00:00","6.000","9.000","0.400","24.900","0.810","1008.000","","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"CM0160","2020-03-10 06:00:00","159.000","219.000","1.000","22.500","0.830","992.900","","0.000","-99.000","-99.000","-99.000","23.500","","22.500",""
"C0V350","2020-03-10 06:00:00","36.000","0.000","0.000","22.300","0.930","1007.500","","0.000","-99.000","-99.000","-99.000","23.600","","22.100",""
"C0W120","2020-03-10 06:00:00","58.000","-99.000","-99.000","19.000","0.960","1003.400","","14.500","-99.000","-99.000","-99.000","23.500","","19.000",""
"C0R470","2020-03-10 06:00:00","103.000","8.000","1.000","23.200","0.960","999.300","","0.000","-99.000","-99.000","-99.000","24.500","","23.000",""
"C0M770","2020-03-10 06:00:00","164.000","158.000","2.400","23.100","0.890","990.600","","0.500","-99.000","-99.000","-99.000","23.300","","22.300",""
"C0S930","2020-03-10 06:00:00","248.000","228.000","0.600","19.600","0.860","981.600","","0.000","-99.000","-99.000","-99.000","29.000","","19.600",""
"C0F9Y0","2020-03-10 06:00:00","3313.000","210.000","4.900","4.000","1.000","682.300","","4.500","13.600","223.000","","4.500","","3.500",""
"C0E790","2020-03-10 06:00:00","344.000","51.000","1.700","18.500","1.000","970.500","","11.000","-99.000","-99.000","-99.000","23.300","","18.500",""
"C0O810","2020-03-10 06:00:00","161.000","31.000","1.200","21.900","0.990","993.100","","0.000","-99.000","-99.000","-99.000","22.500","","21.700",""
"C0R520","2020-03-10 06:00:00","18.000","24.000","1.600","23.700","0.930","1008.400","","0.000","-99.000","-99.000","-99.000","24.900","","23.500",""
"C0G880","2020-03-10 06:00:00","92.000","0.000","0.100","23.400","0.820","998.900","","0.000","-99.000","-99.000","-99.000","23.700","","23.300",""
"C0R260","2020-03-10 06:00:00","76.000","16.000","1.700","24.800","0.740","1001.200","","0.000","-99.000","-99.000","-99.000","24.800","","23.900",""
"C0U950","2020-03-10 06:00:00","1012.000","305.000","12.800","13.400","1.000","898.500","","24.500","19.800","304.000","","16.900","","13.300",""
"C0O860","2020-03-10 06:00:00","38.000","90.000","1.200","23.300","0.990","1005.000","","0.000","-99.000","-99.000","-99.000","24.400","","23.100",""
"C0R320","2020-03-10 06:00:00","7.000","327.000","2.000","24.600","0.870","1009.800","","0.000","-99.000","-99.000","-99.000","25.200","","24.300",""
"C0S980","2020-03-10 06:00:00","901.000","267.000","2.700","20.000","0.770","909.600","","0.000","8.900","297.000","","20.000","","18.600",""
"C0X110","2020-03-10 06:00:00","20.000","140.000","1.700","24.000","0.950","1007.900","","0.000","-99.000","-99.000","-99.000","25.000","","24.000",""
"C0V310","2020-03-10 06:00:00","46.000","0.000","0.000","23.400","0.830","1004.400","","0.000","-99.000","-99.000","-99.000","24.100","","23.200",""
"C0G620","2020-03-10 06:00:00","110.000","295.000","0.300","22.700","0.990","996.500","","1.500","-99.000","-99.000","-99.000","23.800","","22.700",""
"C0AD50","2020-03-10 06:00:00","84.000","122.000","1.400","18.500","1.000","1002.400","","67.000","-99.000","-99.000","-99.000","23.400","","18.500",""
"C0A9A0","2020-03-10 06:00:00","24.000","66.000","1.300","18.500","1.000","1008.900","","48.000","-99.000","-99.000","-99.000","23.200","","18.500",""
"C0O830","2020-03-10 06:00:00","127.000","205.000","0.400","22.300","0.990","996.100","","0.000","-99.000","-99.000","-99.000","22.800","","21.200",""
"C0S760","2020-03-10 06:00:00","1621.000","0.000","0.200","17.500","0.590","836.300","","0.000","-99.000","-99.000","-99.000","17.500","","16.300",""
"C0X160","2020-03-10 06:00:00","26.000","116.000","1.900","23.100","1.000","1007.300","","0.000","-99.000","-99.000","-99.000","24.900","","23.100",""
"C0C490","2020-03-10 06:00:00","157.000","182.000","0.600","18.700","0.980","993.600","","71.000","-99.000","-99.000","-99.000","22.700","","18.400",""
"C0D590","2020-03-10 06:00:00","143.000","218.000","0.400","18.600","0.990","996.700","","47.500","-99.000","-99.000","-99.000","22.600","","18.300",""
"C0X080","2020-03-10 06:00:00","2.000","160.000","1.400","23.100","0.900","1009.300","","1.000","-99.000","-99.000","-99.000","23.800","","23.000",""
"C0G910","2020-03-10 06:00:00","42.000","343.000","5.900","20.800","0.950","1006.000","","3.500","-99.000","-99.000","-99.000","24.400","","20.800",""
"C0I480","2020-03-10 06:00:00","2165.000","175.000","0.800","10.900","0.990","785.900","","13.500","-99.000","-99.000","-99.000","10.900","","10.700",""
"C0A860","2020-03-10 06:00:00","362.000","37.000","0.600","16.100","1.000","970.100","","50.500","7.100","55.000","","20.600","","16.100",""
"C0U940","2020-03-10 06:00:00","25.000","78.000","0.700","18.900","0.990","1008.800","","3.500","-99.000","-99.000","-99.000","21.800","","18.900",""
"C0S970","2020-03-10 06:00:00","19.000","49.000","1.600","24.400","0.790","1006.200","","0.000","-99.000","-99.000","-99.000","28.200","","24.400",""
"C0V260","2020-03-10 06:00:00","126.000","37.000","0.600","22.400","0.920","996.200","","0.000","-99.000","-99.000","-99.000","23.200","","21.800",""
"C0H990","2020-03-10 06:00:00","3076.000","213.000","12.700","5.700","0.990","702.300","","5.500","22.000","211.000","","6.200","","5.300",""
"C0F9K0","2020-03-10 06:00:00","30.000","18.000","2.200","19.400","0.960","1006.200","","23.000","-99.000","-99.000","-99.000","24.600","","19.300",""
"C0AH90","2020-03-10 06:00:00","660.000","210.000","1.000","16.200","0.990","938.800","","11.500","-99.000","-99.000","-99.000","18.400","","16.200",""
"C0W150","2020-03-10 06:00:00","42.000","346.000","2.800","19.300","0.990","1007.300","","12.000","-99.000","-99.000","-99.000","19.900","","18.900",""
"C0F000","2020-03-10 06:00:00","273.000","9.000","3.000","18.200","0.990","976.700","","9.500","8.100","32.000","","22.000","","18.200",""
"C0K410","2020-03-10 06:00:00","20.000","162.000","2.000","23.400","0.860","1006.100","","0.000","-99.000","-99.000","-99.000","23.700","","23.100",""
